Fault_Type,Fault_Location,Severity_Level,Module_Age_Years,Rectification_Action,Previous_Rectification_Action,Irradiance,Weather_Condition,Timestamp,String_Num,Panel_Num,Repair_Cost,Downtime_Hours,Energy_Loss_Cost,Total_Cost
Shadowing,String-1_Panel-8,High,9,Adjust Tilt,Replace Module,889,Rainy,2023-01-06 16:00:00,1,8,120.95,1.98,0.093,121.043
Shadowing,String-4_Panel-6,Low,6,Remove Obstruction,Remove Obstruction,415,Rainy,2023-01-06 17:00:00,4,6,51.38,0.54,0.025,51.405
Open Circuit,String-10_Panel-4,High,13,Replace Wiring,Inspect Junction Box,642,Sunny,2023-01-06 17:00:00,10,4,160.77,2.39,0.132,160.90200000000002
Short Circuit,String-1_Panel-13,Critical,13,Replace Module,Replace Module,998,Cloudy,2023-01-06 18:00:00,1,13,483.07,6.96,0.316,483.38599999999997
Hotspot,String-10_Panel-6,Medium,14,Replace Panel Section,Inspect Cells,900,Cloudy,2023-01-06 20:00:00,10,6,355.94,3.79,0.166,356.106
Short Circuit,String-1_Panel-7,Low,13,Inspect Junction Box,Replace Wiring,514,Sunny,2023-01-06 20:00:00,1,7,70.74,1.03,0.055,70.795
Shadowing,String-8_Panel-13,Medium,8,Remove Obstruction,Replace Module,754,Cloudy,2023-01-06 20:00:00,8,13,48.55,0.44,0.028,48.577999999999996
Hotspot,String-7_Panel-9,Medium,1,Inspect Cells,Replace Fuse,667,Rainy,2023-01-06 20:00:00,7,9,88.08,0.81,0.04,88.12
Hotspot,String-8_Panel-15,High,8,Replace Module,Replace Panel Section,971,Cloudy,2023-01-06 21:00:00,8,15,497.59,6.83,0.368,497.95799999999997
Short Circuit,String-8_Panel-15,Critical,8,Replace Module,Replace Module,979,Rainy,2023-01-06 21:00:00,8,15,487.28,4.79,0.298,487.578
Open Circuit,String-2_Panel-5,Critical,3,Replace Module,Replace Module,787,Cloudy,2023-01-06 22:00:00,2,5,530.3,5.87,0.341,530.641
Hotspot,String-4_Panel-18,Medium,7,Inspect Cells,Inspect Cells,928,Sunny,2023-01-06 22:00:00,4,18,83.92,1.02,0.052,83.97200000000001
Shadowing,String-5_Panel-1,Medium,1,Remove Obstruction,Remove Obstruction,352,Sunny,2023-01-06 23:00:00,5,1,52.83,0.54,0.034,52.864
Hotspot,String-1_Panel-10,Critical,13,Replace Module,Clean Panel,542,Sunny,2023-01-07 02:00:00,1,10,543.15,6.21,0.388,543.538
Shadowing,String-9_Panel-2,High,6,Adjust Tilt,Adjust Tilt,563,Sunny,2023-01-07 04:00:00,9,2,119.16,1.93,0.108,119.268
Hotspot,String-1_Panel-5,Medium,7,Inspect Cells,Inspect Cells,226,Sunny,2023-01-07 04:00:00,1,5,77.98,0.85,0.046,78.02600000000001
Short Circuit,String-8_Panel-8,Critical,7,Replace Module,Inspect Cells,435,Rainy,2023-01-07 06:00:00,8,8,498.63,5.36,0.276,498.906
Open Circuit,String-9_Panel-8,Medium,5,Replace Connector,Replace Fuse,512,Cloudy,2023-01-07 06:00:00,9,8,92.41,1.01,0.047,92.457
Short Circuit,String-2_Panel-3,Medium,2,Replace Fuse,Reinstall Module,731,Cloudy,2023-01-07 08:00:00,2,3,64.32,0.54,0.023,64.34299999999999
Open Circuit,String-2_Panel-17,Low,4,Tighten Connection,Tighten Connection,282,Sunny,2023-01-07 09:00:00,2,17,37.91,0.53,0.026,37.936
Short Circuit,String-7_Panel-7,High,5,Replace Wiring,Replace Fuse,645,Cloudy,2023-01-07 09:00:00,7,7,132.62,1.98,0.097,132.717
Short Circuit,String-2_Panel-3,Low,12,Inspect Junction Box,Reinstall Module,937,Cloudy,2023-01-07 10:00:00,2,3,64.96,1.02,0.067,65.02699999999999
Short Circuit,String-2_Panel-16,Critical,12,Replace Module,Replace Module,694,Rainy,2023-01-07 11:00:00,2,16,575.59,6.9,0.416,576.0060000000001
Shadowing,String-6_Panel-8,Medium,1,Remove Obstruction,Replace Connector,804,Cloudy,2023-01-07 11:00:00,6,8,51.45,0.36,0.023,51.473000000000006
Short Circuit,String-3_Panel-16,Medium,10,Replace Fuse,Replace Panel Section,614,Sunny,2023-01-07 12:00:00,3,16,58.59,0.44,0.019,58.609
Short Circuit,String-10_Panel-16,Medium,11,Replace Fuse,Replace Fuse,862,Sunny,2023-01-07 14:00:00,10,16,69.59,0.43,0.024,69.614
Hotspot,String-10_Panel-14,Critical,6,Replace Module,Replace Module,352,Cloudy,2023-01-07 15:00:00,10,14,529.79,7.16,0.47,530.26
Shadowing,String-7_Panel-16,High,2,Adjust Tilt,Remove Obstruction,416,Cloudy,2023-01-07 19:00:00,7,16,122.39,2.44,0.146,122.536
Shadowing,String-7_Panel-8,Medium,9,Remove Obstruction,Remove Obstruction,224,Sunny,2023-01-07 21:00:00,7,8,48.3,0.4,0.017,48.317
Open Circuit,String-5_Panel-13,High,12,Inspect Junction Box,Replace Wiring,671,Rainy,2023-01-07 22:00:00,5,13,67.63,0.94,0.062,67.692
Open Circuit,String-6_Panel-13,Critical,12,Replace Module,Replace Module,472,Rainy,2023-01-07 23:00:00,6,13,530.05,4.72,0.245,530.295
Short Circuit,String-6_Panel-8,High,11,Replace Module,Inspect Junction Box,355,Cloudy,2023-01-08 00:00:00,6,8,495.97,6.92,0.383,496.353
Short Circuit,String-6_Panel-14,Low,12,Inspect Junction Box,Replace Connector,316,Cloudy,2023-01-08 00:00:00,6,14,66.43,1.06,0.066,66.49600000000001
Short Circuit,String-5_Panel-17,Low,2,Inspect Junction Box,Inspect Junction Box,974,Cloudy,2023-01-08 01:00:00,5,17,72.51,0.8,0.034,72.54400000000001
Open Circuit,String-5_Panel-9,Medium,9,Inspect Junction Box,Replace Connector,313,Rainy,2023-01-08 01:00:00,5,9,64.21,1.03,0.061,64.271
Hotspot,String-10_Panel-19,Low,8,Inspect Cells,Replace Wiring,839,Sunny,2023-01-08 01:00:00,10,19,88.03,0.9,0.054,88.084
Short Circuit,String-7_Panel-13,Low,4,Inspect Junction Box,Replace Module,211,Rainy,2023-01-08 01:00:00,7,13,74.0,1.03,0.049,74.049
Open Circuit,String-7_Panel-14,Low,4,Tighten Connection,Tighten Connection,735,Sunny,2023-01-08 03:00:00,7,14,44.64,0.47,0.02,44.660000000000004
Short Circuit,String-5_Panel-4,Medium,7,Replace Fuse,Clean Panel,613,Sunny,2023-01-08 03:00:00,5,4,61.29,0.46,0.02,61.31
Shadowing,String-2_Panel-5,High,9,Adjust Tilt,Adjust Tilt,856,Cloudy,2023-01-08 05:00:00,2,5,114.88,1.9,0.11,114.99
Open Circuit,String-1_Panel-15,High,7,Replace Wiring,Reinstall Module,478,Sunny,2023-01-08 06:00:00,1,15,137.51,1.42,0.072,137.582
Shadowing,String-7_Panel-15,Medium,4,Remove Obstruction,Replace Module,381,Cloudy,2023-01-08 07:00:00,7,15,60.2,0.48,0.027,60.227000000000004
Shadowing,String-1_Panel-2,Low,1,Remove Obstruction,Clean Panel,938,Rainy,2023-01-08 09:00:00,1,2,48.76,0.48,0.031,48.791
Short Circuit,String-6_Panel-4,High,1,Replace Wiring,Tighten Connection,989,Rainy,2023-01-08 09:00:00,6,4,136.64,2.14,0.107,136.74699999999999
Open Circuit,String-7_Panel-6,High,8,Replace Wiring,Clean Panel,555,Sunny,2023-01-08 10:00:00,7,6,132.07,2.17,0.143,132.213
Open Circuit,String-8_Panel-14,High,7,Replace Wiring,Remove Obstruction,310,Cloudy,2023-01-08 10:00:00,8,14,152.06,1.92,0.087,152.147
Short Circuit,String-6_Panel-2,High,6,Replace Wiring,Replace Wiring,351,Rainy,2023-01-08 11:00:00,6,2,157.38,1.58,0.081,157.46099999999998
Shadowing,String-6_Panel-11,Critical,2,Reinstall Module,Reinstall Module,746,Sunny,2023-01-08 11:00:00,6,11,193.75,3.67,0.166,193.916
Shadowing,String-8_Panel-19,High,6,Remove Obstruction,Replace Wiring,405,Sunny,2023-01-08 14:00:00,8,19,56.67,0.43,0.02,56.690000000000005
Shadowing,String-5_Panel-17,Critical,14,Replace Module,Tighten Connection,237,Sunny,2023-01-08 15:00:00,5,17,533.29,5.37,0.308,533.598
Shadowing,String-10_Panel-15,Medium,7,Remove Obstruction,Remove Obstruction,838,Sunny,2023-01-08 16:00:00,10,15,54.85,0.48,0.031,54.881
Shadowing,String-10_Panel-1,Low,12,Adjust Tilt,Replace Panel Section,534,Cloudy,2023-01-08 17:00:00,10,1,119.83,1.78,0.087,119.917
Short Circuit,String-2_Panel-10,High,8,Replace Wiring,Replace Fuse,455,Sunny,2023-01-08 18:00:00,2,10,149.02,1.59,0.079,149.09900000000002
Open Circuit,String-5_Panel-14,Critical,1,Replace Module,Replace Module,759,Cloudy,2023-01-08 18:00:00,5,14,540.05,5.62,0.336,540.386
Hotspot,String-1_Panel-15,High,11,Replace Module,Clean Panel,273,Cloudy,2023-01-08 19:00:00,1,15,552.65,6.2,0.305,552.9549999999999
Shadowing,String-2_Panel-12,Medium,8,Clean Panel,Replace Connector,247,Rainy,2023-01-08 19:00:00,2,12,26.84,0.33,0.015,26.855
Hotspot,String-6_Panel-17,Medium,1,Inspect Cells,Replace Panel Section,534,Rainy,2023-01-08 20:00:00,6,17,101.2,1.05,0.064,101.264
Open Circuit,String-6_Panel-7,High,10,Replace Wiring,Tighten Connection,322,Sunny,2023-01-08 21:00:00,6,7,148.0,2.2,0.117,148.117
Open Circuit,String-1_Panel-16,High,12,Replace Wiring,Replace Wiring,647,Cloudy,2023-01-08 22:00:00,1,16,165.02,1.87,0.115,165.13500000000002
Short Circuit,String-10_Panel-12,Critical,14,Replace Module,Adjust Tilt,736,Cloudy,2023-01-08 23:00:00,10,12,499.16,5.69,0.264,499.42400000000004
Hotspot,String-3_Panel-9,High,5,Replace Panel Section,Replace Panel Section,200,Rainy,2023-01-09 00:00:00,3,9,340.24,4.72,0.272,340.512
Shadowing,String-4_Panel-14,Low,5,Remove Obstruction,Clean Panel,703,Cloudy,2023-01-09 04:00:00,4,14,48.3,0.52,0.027,48.327
Short Circuit,String-3_Panel-17,Critical,4,Replace Module,Clean Panel,444,Rainy,2023-01-09 05:00:00,3,17,559.61,4.38,0.195,559.8050000000001
Hotspot,String-1_Panel-15,Low,11,Clean Panel,Replace Wiring,303,Rainy,2023-01-09 06:00:00,1,15,28.12,0.22,0.009,28.129
Open Circuit,String-1_Panel-18,High,1,Replace Wiring,Inspect Cells,869,Sunny,2023-01-09 06:00:00,1,18,139.02,1.95,0.097,139.11700000000002
Hotspot,String-10_Panel-19,Medium,2,Inspect Cells,Inspect Cells,991,Rainy,2023-01-09 07:00:00,10,19,83.33,0.88,0.045,83.375
Hotspot,String-10_Panel-19,Medium,8,Inspect Cells,Replace Module,760,Cloudy,2023-01-09 10:00:00,10,19,92.13,0.88,0.041,92.17099999999999
Hotspot,String-8_Panel-15,Medium,4,Inspect Cells,Inspect Cells,476,Sunny,2023-01-09 10:00:00,8,15,88.8,0.97,0.051,88.851
Hotspot,String-10_Panel-10,High,3,Replace Panel Section,Replace Panel Section,332,Cloudy,2023-01-09 10:00:00,10,10,319.65,4.34,0.272,319.92199999999997
Shadowing,String-3_Panel-14,Medium,7,Remove Obstruction,Clean Panel,514,Sunny,2023-01-09 11:00:00,3,14,49.95,0.49,0.026,49.976000000000006
Short Circuit,String-9_Panel-8,Critical,11,Replace Module,Replace Module,847,Cloudy,2023-01-09 14:00:00,9,8,454.96,6.49,0.394,455.354
Short Circuit,String-5_Panel-13,Critical,7,Reinstall Module,Replace Module,614,Cloudy,2023-01-09 14:00:00,5,13,183.64,2.97,0.147,183.78699999999998
Shadowing,String-9_Panel-4,High,12,Adjust Tilt,Reinstall Module,408,Cloudy,2023-01-09 15:00:00,9,4,98.1,1.64,0.096,98.196
Short Circuit,String-6_Panel-15,Medium,11,Replace Fuse,Replace Fuse,691,Rainy,2023-01-09 15:00:00,6,15,67.01,0.52,0.033,67.043
Open Circuit,String-2_Panel-18,High,7,Replace Wiring,Reinstall Module,265,Sunny,2023-01-09 16:00:00,2,18,136.32,1.73,0.102,136.422
Short Circuit,String-6_Panel-5,Low,5,Inspect Junction Box,Inspect Junction Box,938,Rainy,2023-01-09 16:00:00,6,5,70.33,1.07,0.048,70.378
Hotspot,String-6_Panel-12,High,10,Replace Panel Section,Adjust Tilt,750,Rainy,2023-01-09 16:00:00,6,12,327.12,4.08,0.19,327.31
Shadowing,String-4_Panel-11,Critical,8,Reinstall Module,Replace Module,562,Cloudy,2023-01-09 17:00:00,4,11,212.91,2.42,0.137,213.047
Shadowing,String-6_Panel-1,High,9,Adjust Tilt,Adjust Tilt,808,Cloudy,2023-01-09 19:00:00,6,1,129.62,2.29,0.128,129.748
Short Circuit,String-7_Panel-13,Critical,2,Replace Module,Replace Panel Section,284,Sunny,2023-01-09 20:00:00,7,13,442.63,6.07,0.379,443.009
Open Circuit,String-2_Panel-13,Critical,2,Replace Module,Remove Obstruction,761,Rainy,2023-01-09 21:00:00,2,13,594.78,6.37,0.386,595.1659999999999
Short Circuit,String-4_Panel-16,Low,14,Inspect Junction Box,Inspect Cells,544,Sunny,2023-01-09 23:00:00,4,16,65.0,1.0,0.064,65.064
Open Circuit,String-1_Panel-7,Low,1,Tighten Connection,Inspect Junction Box,789,Rainy,2023-01-10 02:00:00,1,7,36.75,0.62,0.041,36.791
Open Circuit,String-5_Panel-11,High,5,Replace Wiring,Replace Wiring,835,Cloudy,2023-01-10 03:00:00,5,11,163.63,1.78,0.088,163.718
Hotspot,String-7_Panel-15,High,8,Replace Module,Inspect Cells,524,Rainy,2023-01-10 03:00:00,7,15,546.61,6.32,0.298,546.908
Hotspot,String-8_Panel-8,Critical,4,Replace Module,Replace Module,953,Rainy,2023-01-10 03:00:00,8,8,546.43,6.53,0.287,546.717
Short Circuit,String-3_Panel-5,Low,5,Inspect Junction Box,Replace Panel Section,707,Sunny,2023-01-10 05:00:00,3,5,71.91,0.79,0.033,71.943
Short Circuit,String-9_Panel-20,High,5,Replace Wiring,Replace Wiring,661,Cloudy,2023-01-10 06:00:00,9,20,143.33,1.69,0.1,143.43
Shadowing,String-5_Panel-16,Critical,4,Reinstall Module,Reinstall Module,317,Sunny,2023-01-10 06:00:00,5,16,227.66,3.49,0.221,227.881
Shadowing,String-6_Panel-6,Medium,2,Remove Obstruction,Replace Wiring,776,Sunny,2023-01-10 06:00:00,6,6,55.4,0.5,0.023,55.423
Short Circuit,String-10_Panel-3,High,11,Replace Wiring,Replace Wiring,493,Cloudy,2023-01-10 07:00:00,10,3,136.88,2.1,0.114,136.994
Short Circuit,String-1_Panel-6,Low,7,Inspect Junction Box,Clean Panel,414,Sunny,2023-01-10 08:00:00,1,6,62.71,0.99,0.042,62.752
Hotspot,String-2_Panel-10,Medium,10,Inspect Cells,Inspect Cells,269,Cloudy,2023-01-10 08:00:00,2,10,97.22,1.11,0.05,97.27
Short Circuit,String-8_Panel-19,High,13,Replace Module,Replace Wiring,587,Cloudy,2023-01-10 08:00:00,8,19,530.35,6.03,0.331,530.681
Hotspot,String-8_Panel-10,High,10,Clean Panel,Replace Panel Section,872,Sunny,2023-01-10 09:00:00,8,10,27.4,0.29,0.013,27.413
Hotspot,String-8_Panel-9,Medium,2,Inspect Cells,Tighten Connection,655,Cloudy,2023-01-10 09:00:00,8,9,76.5,1.06,0.061,76.561
Open Circuit,String-6_Panel-19,Critical,14,Replace Module,Replace Fuse,223,Sunny,2023-01-10 09:00:00,6,19,445.67,5.91,0.333,446.00300000000004
Shadowing,String-6_Panel-13,Low,8,Remove Obstruction,Replace Module,923,Cloudy,2023-01-10 10:00:00,6,13,54.24,0.56,0.027,54.267
Open Circuit,String-10_Panel-5,Low,12,Replace Wiring,Tighten Connection,809,Cloudy,2023-01-10 11:00:00,10,5,139.86,1.74,0.09,139.95000000000002
Shadowing,String-2_Panel-13,Medium,3,Remove Obstruction,Remove Obstruction,809,Cloudy,2023-01-10 11:00:00,2,13,51.52,0.58,0.032,51.552
Open Circuit,String-10_Panel-12,High,14,Replace Wiring,Replace Wiring,270,Rainy,2023-01-10 13:00:00,10,12,148.41,1.7,0.089,148.499
Short Circuit,String-6_Panel-19,High,6,Replace Wiring,Replace Panel Section,481,Rainy,2023-01-10 15:00:00,6,19,152.61,1.95,0.119,152.729
Short Circuit,String-8_Panel-10,Medium,1,Inspect Junction Box,Replace Fuse,901,Cloudy,2023-01-10 16:00:00,8,10,71.42,0.94,0.042,71.462
Shadowing,String-10_Panel-15,Medium,7,Reinstall Module,Adjust Tilt,532,Rainy,2023-01-10 17:00:00,10,15,204.98,2.86,0.167,205.147
Hotspot,String-7_Panel-14,High,3,Replace Panel Section,Inspect Junction Box,485,Rainy,2023-01-10 18:00:00,7,14,326.99,3.45,0.16,327.15000000000003
Shadowing,String-4_Panel-7,High,9,Adjust Tilt,Replace Module,887,Rainy,2023-01-10 18:00:00,4,7,133.8,1.72,0.092,133.89200000000002
Shadowing,String-9_Panel-8,High,7,Remove Obstruction,Adjust Tilt,278,Sunny,2023-01-10 19:00:00,9,8,42.55,0.5,0.026,42.576
Short Circuit,String-7_Panel-16,Critical,6,Replace Module,Adjust Tilt,263,Sunny,2023-01-10 21:00:00,7,16,515.11,6.87,0.409,515.519
Shadowing,String-7_Panel-13,Medium,3,Adjust Tilt,Replace Wiring,306,Sunny,2023-01-10 23:00:00,7,13,123.8,2.37,0.106,123.90599999999999
Short Circuit,String-8_Panel-2,Medium,10,Replace Fuse,Replace Fuse,799,Sunny,2023-01-10 23:00:00,8,2,58.18,0.45,0.028,58.208
Short Circuit,String-3_Panel-8,High,3,Replace Wiring,Replace Wiring,965,Sunny,2023-01-11 00:00:00,3,8,146.08,2.34,0.14,146.22
Hotspot,String-5_Panel-4,Medium,6,Inspect Cells,Remove Obstruction,769,Cloudy,2023-01-11 00:00:00,5,4,82.72,1.23,0.063,82.783
Hotspot,String-10_Panel-8,Medium,13,Inspect Cells,Inspect Cells,449,Sunny,2023-01-11 00:00:00,10,8,96.93,0.99,0.051,96.98100000000001
Short Circuit,String-7_Panel-1,Low,7,Inspect Junction Box,Inspect Junction Box,955,Sunny,2023-01-11 00:00:00,7,1,72.05,1.38,0.077,72.127
Short Circuit,String-2_Panel-5,Critical,13,Replace Module,Replace Module,387,Sunny,2023-01-11 00:00:00,2,5,490.58,6.7,0.432,491.012
Open Circuit,String-2_Panel-7,Medium,1,Replace Connector,Replace Module,618,Sunny,2023-01-11 01:00:00,2,7,86.47,1.11,0.057,86.527
Shadowing,String-6_Panel-15,High,2,Remove Obstruction,Replace Wiring,527,Sunny,2023-01-11 02:00:00,6,15,51.11,0.5,0.023,51.133
Shadowing,String-2_Panel-2,Critical,12,Replace Module,Tighten Connection,602,Cloudy,2023-01-11 04:00:00,2,2,537.68,4.61,0.299,537.9789999999999
Open Circuit,String-10_Panel-3,High,2,Replace Wiring,Reinstall Module,429,Sunny,2023-01-11 05:00:00,10,3,138.22,1.65,0.099,138.319
Open Circuit,String-6_Panel-4,Low,4,Tighten Connection,Reinstall Module,958,Rainy,2023-01-11 05:00:00,6,4,40.27,0.46,0.021,40.291000000000004
Short Circuit,String-7_Panel-14,High,3,Replace Wiring,Replace Fuse,611,Sunny,2023-01-11 05:00:00,7,14,133.89,1.9,0.101,133.99099999999999
Short Circuit,String-9_Panel-16,Low,3,Inspect Junction Box,Inspect Junction Box,364,Rainy,2023-01-11 06:00:00,9,16,69.74,1.03,0.055,69.795
Open Circuit,String-8_Panel-8,Medium,14,Replace Wiring,Replace Connector,822,Sunny,2023-01-11 08:00:00,8,8,158.69,2.02,0.109,158.799
Open Circuit,String-3_Panel-19,High,5,Replace Wiring,Replace Wiring,621,Cloudy,2023-01-11 09:00:00,3,19,126.5,2.0,0.098,126.598
Open Circuit,String-1_Panel-19,High,14,Replace Module,Replace Wiring,351,Cloudy,2023-01-11 09:00:00,1,19,515.7,5.98,0.381,516.081
Short Circuit,String-8_Panel-14,Critical,11,Replace Module,Replace Module,785,Rainy,2023-01-11 10:00:00,8,14,559.42,5.2,0.337,559.757
Short Circuit,String-5_Panel-7,Medium,4,Inspect Junction Box,Adjust Tilt,242,Sunny,2023-01-11 10:00:00,5,7,63.88,1.03,0.051,63.931000000000004
Shadowing,String-7_Panel-16,Critical,9,Reinstall Module,Reinstall Module,713,Cloudy,2023-01-11 10:00:00,7,16,193.1,2.1,0.131,193.231
Shadowing,String-2_Panel-18,Critical,12,Replace Module,Reinstall Module,799,Rainy,2023-01-11 13:00:00,2,18,485.35,5.6,0.257,485.607
Shadowing,String-6_Panel-16,Medium,12,Remove Obstruction,Remove Obstruction,227,Rainy,2023-01-11 13:00:00,6,16,50.15,0.48,0.03,50.18
Shadowing,String-8_Panel-12,Low,7,Clean Panel,Clean Panel,963,Sunny,2023-01-11 15:00:00,8,12,28.38,0.27,0.013,28.393
Open Circuit,String-8_Panel-9,Medium,8,Replace Wiring,Clean Panel,987,Cloudy,2023-01-11 17:00:00,8,9,131.57,2.09,0.126,131.696
Hotspot,String-7_Panel-11,Low,1,Clean Panel,Clean Panel,547,Sunny,2023-01-11 18:00:00,7,11,29.65,0.36,0.023,29.673
Hotspot,String-7_Panel-11,Low,9,Inspect Cells,Clean Panel,984,Rainy,2023-01-11 18:00:00,7,11,99.01,0.97,0.043,99.05300000000001
Short Circuit,String-5_Panel-2,Medium,3,Inspect Junction Box,Tighten Connection,980,Sunny,2023-01-11 18:00:00,5,2,70.39,0.87,0.04,70.43
Open Circuit,String-8_Panel-12,Low,8,Tighten Connection,Replace Module,836,Rainy,2023-01-11 19:00:00,8,12,41.27,0.53,0.026,41.29600000000001
Hotspot,String-6_Panel-15,Critical,8,Replace Module,Replace Module,807,Cloudy,2023-01-11 19:00:00,6,15,561.08,6.83,0.43,561.51
Short Circuit,String-6_Panel-18,Critical,3,Replace Module,Replace Connector,662,Rainy,2023-01-11 19:00:00,6,18,479.94,6.38,0.306,480.246
Short Circuit,String-3_Panel-14,High,3,Inspect Junction Box,Replace Wiring,377,Sunny,2023-01-11 19:00:00,3,14,59.47,0.96,0.062,59.532
Shadowing,String-5_Panel-11,Medium,11,Reinstall Module,Remove Obstruction,216,Rainy,2023-01-11 19:00:00,5,11,201.91,2.79,0.152,202.06199999999998
Hotspot,String-9_Panel-1,Medium,4,Inspect Cells,Inspect Cells,268,Sunny,2023-01-11 21:00:00,9,1,97.8,0.98,0.054,97.854
Open Circuit,String-8_Panel-1,Medium,5,Replace Module,Inspect Junction Box,785,Sunny,2023-01-11 22:00:00,8,1,510.34,6.05,0.273,510.613
Short Circuit,String-4_Panel-10,Low,7,Inspect Junction Box,Inspect Junction Box,809,Cloudy,2023-01-11 22:00:00,4,10,72.51,1.14,0.074,72.584
Open Circuit,String-9_Panel-6,Medium,1,Replace Connector,Replace Connector,580,Sunny,2023-01-11 22:00:00,9,6,92.23,1.07,0.05,92.28
Shadowing,String-6_Panel-15,Medium,7,Remove Obstruction,Replace Module,398,Sunny,2023-01-11 23:00:00,6,15,49.65,0.56,0.025,49.675
Short Circuit,String-2_Panel-1,Medium,9,Replace Fuse,Replace Fuse,975,Cloudy,2023-01-12 00:00:00,2,1,61.02,0.55,0.031,61.051
Open Circuit,String-3_Panel-1,Critical,9,Replace Module,Replace Module,717,Sunny,2023-01-12 01:00:00,3,1,569.93,6.21,0.34,570.27
Short Circuit,String-8_Panel-18,Low,10,Replace Fuse,Reinstall Module,982,Rainy,2023-01-12 02:00:00,8,18,61.61,0.32,0.02,61.63
Short Circuit,String-4_Panel-20,Low,3,Inspect Junction Box,Replace Connector,625,Cloudy,2023-01-12 02:00:00,4,20,49.57,0.79,0.036,49.606
Open Circuit,String-5_Panel-18,Medium,11,Replace Connector,Inspect Junction Box,631,Cloudy,2023-01-12 02:00:00,5,18,93.44,0.86,0.037,93.477
Shadowing,String-1_Panel-7,Low,9,Remove Obstruction,Clean Panel,829,Cloudy,2023-01-12 03:00:00,1,7,55.48,0.47,0.027,55.507
Shadowing,String-8_Panel-10,Critical,9,Reinstall Module,Clean Panel,349,Rainy,2023-01-12 03:00:00,8,10,199.97,3.15,0.148,200.118
Short Circuit,String-4_Panel-10,Low,3,Inspect Junction Box,Inspect Junction Box,924,Rainy,2023-01-12 03:00:00,4,10,70.73,0.88,0.05,70.78
Shadowing,String-1_Panel-17,Medium,8,Remove Obstruction,Remove Obstruction,804,Cloudy,2023-01-12 03:00:00,1,17,49.86,0.42,0.02,49.88
Short Circuit,String-8_Panel-16,Low,14,Replace Fuse,Replace Module,951,Rainy,2023-01-12 03:00:00,8,16,56.44,0.56,0.025,56.464999999999996
Open Circuit,String-9_Panel-19,Low,1,Tighten Connection,Reinstall Module,823,Rainy,2023-01-12 05:00:00,9,19,39.1,0.49,0.025,39.125
Short Circuit,String-10_Panel-4,Medium,11,Replace Fuse,Tighten Connection,919,Cloudy,2023-01-12 05:00:00,10,4,62.96,0.44,0.026,62.986000000000004
Open Circuit,String-1_Panel-8,Medium,9,Replace Connector,Remove Obstruction,449,Sunny,2023-01-12 06:00:00,1,8,97.95,0.95,0.054,98.004
Short Circuit,String-10_Panel-5,Medium,4,Replace Fuse,Inspect Cells,570,Cloudy,2023-01-12 06:00:00,10,5,62.13,0.53,0.027,62.157000000000004
Hotspot,String-1_Panel-20,Critical,9,Replace Module,Replace Module,290,Sunny,2023-01-12 06:00:00,1,20,529.55,6.53,0.407,529.957
Short Circuit,String-7_Panel-18,Critical,2,Replace Module,Remove Obstruction,695,Cloudy,2023-01-12 06:00:00,7,18,546.29,4.99,0.316,546.606
Open Circuit,String-6_Panel-1,Critical,8,Replace Module,Replace Module,219,Cloudy,2023-01-12 07:00:00,6,1,507.41,5.65,0.278,507.68800000000005
Open Circuit,String-9_Panel-6,Medium,1,Replace Connector,Clean Panel,479,Cloudy,2023-01-12 07:00:00,9,6,100.65,1.22,0.073,100.723
Shadowing,String-6_Panel-1,Medium,7,Remove Obstruction,Remove Obstruction,836,Rainy,2023-01-12 07:00:00,6,1,49.56,0.52,0.031,49.591
